Station,Uld Type,Carrier Code,Content Code,Sum Balance,Average Balance,Rolling SD Average,Slope,Total Uld In,Total Uld Out,Amount of Flight In,Amount of Flight Out,Sum Flight In-Out,Amount of stationary chunks,Test Statistics,p-value,#Lags Used,Number of Observations,Critical Value(1%),Critical Value(5%),Critical Value(10%),Stationarity At 1% Critical Size,Stationarity At 5% Critical Size,Stationarity At 10% Critical Size
KUL,AKE,CX,C,1.6666666666666667,0.2952380952380952,0.7769678865942998,-0.08571428571428574,1.7272727272727273,1.5454545454545454,1.6363636363636365,1.5454545454545454,3.1818181818181817,0.0,-7.541495651322556,3.368767944943384e-11,0.0,31.0,-3.661428725118324,-2.960525341210433,-2.6193188033298647,True,True,True
KUL,PMC,CX,C,92.9,6.635714285714286,6.829047687514114,-0.39494505494505494,220.36363636363637,135.72727272727272,74.36363636363636,50.54545454545455,124.9090909090909,1.0,-2.9912028447148518,0.035724151151171835,7.0,134.0,-3.480118600110386,-2.8833618426136196,-2.578407034974382,False,True,True
LAX,AKE,CX,C,-148.04347826086956,-13.52350258437215,13.302670481507503,-0.27449651797477886,3.391304347826087,151.43478260869566,2.347826086956522,37.08695652173913,39.43478260869565,3.0,-3.531926990707771,0.007204016433688734,6.0,244.0,-3.457437824930831,-2.873459364726563,-2.573122099570008,True,True,True
LAX,PMC,CX,C,-434.6521739130435,-30.90062111801243,149.37715074899816,2.983349259436216,717.5217391304348,1152.1739130434783,157.30434782608697,213.56521739130434,370.8695652173913,3.0,-7.456187889643348,5.504518740952238e-11,4.0,310.0,-3.451621854687657,-2.870908950689806,-2.571761810613944,True,True,True
LCK,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
LCK,PMC,CX,C,-712.1363636363636,-89.93335137085137,88.21027676418198,23.04112554112555,2.9130434782608696,686.4347826086956,0.30434782608695654,71.95652173913044,72.26086956521739,5.0,0.9954499296761049,0.9942177072751346,11.0,158.0,-3.4724305215713156,-2.8800127935315465,-2.576619230892485,False,False,False
LGW,AKE,CX,C,,,,,0.08695652173913043,0.0,0.08695652173913043,0.0,0.08695652173913043,,,,,,,,,,,
LGW,PMC,CX,C,28.782608695652176,2.6902771141901582,3.78588136775993,0.17741099480229924,75.04347826086956,46.26086956521739,23.08695652173913,13.826086956521738,36.91304347826087,0.0,-7.514587521883739,3.93380070411969e-11,2.0,233.0,-3.458731141928624,-2.8740258764297293,-2.5734243167124093,True,True,True
LHR,AKE,CX,C,-4.285714285714286,-0.946031746031746,1.042121072958982,-0.03367346938775503,2.347826086956522,3.5652173913043477,1.3043478260869565,2.8260869565217392,4.130434782608695,3.0,-6.568315973800904,8.053900297596923e-09,0.0,57.0,-3.5506699942762414,-2.913766394626147,-2.5946240473991997,True,True,True
LHR,PMC,CX,C,72.56521739130434,5.20807453416149,21.374055832426997,0.25391782130912544,538.6521739130435,466.0869565217391,173.65217391304347,138.91304347826087,312.5652173913044,1.0,-7.5436857514746105,3.326495973167067e-11,3.0,311.0,-3.451552879535732,-2.8708786756338407,-2.571745666091128,True,True,True
LYS,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
LYS,PMC,CX,C,,,,,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,,
MAA,AKE,CX,C,-9.0,-2.25,0.9428090415820632,1.2999999999999996,0.13043478260869565,1.0434782608695652,0.13043478260869565,0.5652173913043478,0.6956521739130435,1.0,-0.0,0.958532086060056,8.0,4.0,-7.355440625,-4.474365000000001,-3.1269325,False,False,False
MAA,PMC,CX,C,392.1304347826087,28.88770649640215,34.59091757543583,-2.6688963210702346,624.8695652173913,232.7391304347826,61.91304347826087,54.78260869565217,116.69565217391305,2.0,-5.825631280160234,4.085730175924711e-07,6.0,301.0,-3.452263435801039,-2.871190526189069,-2.571911967527952,True,True,True
MAD,AKE,CX,C,,,,,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.21739130434782608,0.2608695652173913,,0.0,0.958532086060056,2.0,2.0,-20.825625000000002,-10.37019,-4.03822,False,False,False
MAD,PMC,CX,C,-4.391304347826087,-0.5760869565217391,6.138186152726709,-0.7867494824016564,61.130434782608695,65.52173913043478,23.26086956521739,15.0,38.26086956521739,1.0,-5.085695693384477,1.497779356200989e-05,14.0,165.0,-3.470616369591229,-2.8792214018977655,-2.57619681359045,True,True,True
MAN,AKE,CX,C,,,,,0.17391304347826086,0.0,0.17391304347826086,0.0,0.17391304347826086,,,,0.0,3.0,-10.41719074074074,-5.77838074074074,-3.391681111111111,True,True,True
MAN,PMC,CX,C,52.30434782608695,6.092028985507248,3.2141095617604423,-0.31705251270468665,62.95652173913044,10.652173913043478,19.26086956521739,7.130434782608695,26.391304347826086,1.0,-4.699743422893554,8.424622131375787e-05,3.0,192.0,-3.4648754262570978,-2.876714157488788,-2.574858699001736,True,True,True
MEL,AKE,CX,C,-13.0,-1.919465329991646,1.120529264859669,0.08509911141490088,0.8695652173913043,13.130434782608695,0.6956521739130435,9.782608695652174,10.478260869565217,3.0,-11.313583813743678,1.222014390644555e-20,0.0,131.0,-3.481281802271349,-2.883867891664528,-2.5786771965503177,True,True,True
MEL,PMC,CX,C,-85.43478260869566,-5.462732919254657,135.8945040802628,-3.2486622073578606,973.5217391304348,1058.9565217391305,198.6086956521739,169.69565217391303,368.30434782608694,1.0,-16.412169016581476,2.5774195534757394e-29,0.0,314.0,-3.4513486122290717,-2.870789013306053,-2.5716978530569192,True,True,True
MEX,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
MEX,PMC,CX,C,913.9130434782609,92.83179622310057,163.87687681824042,-3.2030208921513266,931.1739130434783,17.26086956521739,110.91304347826087,4.086956521739131,115.0,4.0,-6.686369187934726,4.216107024320537e-09,3.0,218.0,-3.460707667106296,-2.874891213486339,-2.573885987711472,True,True,True
MFM,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
MFM,PMC,CX,C,,,,,7.0,0.0,2.0,0.0,2.0,,,,,,,,,,,
MIA,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
MIA,PMC,CX,C,114.0909090909091,10.55667388167388,115.57750750425406,-4.181700118063754,285.7826086956522,177.91304347826087,21.217391304347824,41.34782608695652,62.56521739130435,4.0,-12.83018854858473,5.896178597251606e-24,0.0,166.0,-3.4703698981001665,-2.8791138497902193,-2.576139407751488,True,True,True
MLE,AKE,CX,C,,,,,0.6086956521739131,0.0,0.2608695652173913,0.0,0.2608695652173913,,2.886751345948129,1.0,0.0,3.0,-10.41719074074074,-5.77838074074074,-3.391681111111111,False,False,False
MLE,PMC,CX,C,35.65217391304348,4.665631469979297,2.625107830664446,-0.014803312629399556,44.391304347826086,8.73913043478261,21.130434782608695,6.043478260869565,27.17391304347826,0.0,-11.045538294174216,5.234645933101914e-20,1.0,175.0,-3.4682803641749267,-2.8782017240816327,-2.5756525795918366,True,True,True
MNL,AKE,CX,C,-5.785714285714286,-1.1335034013605443,1.7831019007897448,-0.4627551020408162,1.9565217391304348,6.565217391304348,1.6521739130434783,3.8260869565217392,5.478260869565218,0.0,-8.590035341537684,7.328261905844551e-14,0.0,89.0,-3.506057133647011,-2.8946066061911946,-2.5844100201994697,True,True,True
MNL,PMC,CX,C,75.47826086956522,5.531055900621118,17.51006754761715,-1.6941949354992836,561.2173913043479,485.7391304347826,184.04347826086956,164.7826086956522,348.82608695652175,3.0,-10.975711281031035,7.679414468957032e-20,4.0,310.0,-3.451621854687657,-2.870908950689806,-2.571761810613944,True,True,True
MXP,AKE,CX,C,,,,,0.2608695652173913,0.6086956521739131,0.2608695652173913,0.391304347826087,0.6521739130434783,,-5.613643643494997,1.1878773614636549e-06,4.0,8.0,-4.6651863281249994,-3.3671868750000002,-2.802960625,True,True,True
MXP,PMC,CX,C,-28.869565217391305,-2.2367415193502147,26.951809513999855,-2.301146679407549,264.39130434782606,293.2608695652174,73.95652173913044,69.04347826086956,143.0,1.0,-17.673795733403114,3.634541714415639e-30,0.0,312.0,-3.4514843502727306,-2.8708485956333556,-2.571729625657462,True,True,True
NGO,AKE,CX,C,-2.0,-0.5,0.9428090415820635,-0.2,0.6956521739130435,0.30434782608695654,0.6086956521739131,0.30434782608695654,0.9130434782608695,0.0,-1.141930138412023,0.6980644349613985,8.0,11.0,-4.223238279489106,-3.189368925619835,-2.729839421487603,False,False,False
NGO,PMC,CX,C,70.34782608695652,5.1521739130434785,7.69457972135007,-0.6101290014333491,199.56521739130434,129.2173913043478,66.26086956521739,52.04347826086956,118.30434782608695,1.0,-5.4102335382816165,3.223536696096381e-06,6.0,308.0,-3.45176116018037,-2.870970093607691,-2.571794416006072,True,True,True
NRT,AKE,CX,C,2.0,0.36111111111111116,1.3985000783467274,-0.13809523809523805,2.4347826086956523,1.434782608695652,1.4782608695652173,1.391304347826087,2.869565217391304,1.0,-4.420043852754117,0.0002735040180856461,9.0,30.0,-3.6699197407407405,-2.9640707407407407,-2.621171111111111,True,True,True
NRT,PMC,CX,C,-409.0,-28.897515527950315,102.31779521202371,1.0875776397515522,868.5652173913044,1277.5652173913043,167.56521739130434,190.43478260869566,358.0,3.0,-10.68600379520293,3.8318817771823474e-19,1.0,313.0,-3.4514162625887037,-2.8708187088091406,-2.5717136883095675,True,True,True
NTE,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
NTE,PMC,CX,C,,,,,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,
ORD,AKE,CX,C,,,,,13.608695652173912,1.0869565217391304,13.478260869565217,0.34782608695652173,13.826086956521738,,0.0,0.958532086060056,6.0,7.0,-4.9386902332361515,-3.477582857142857,-2.8438679591836733,False,False,False
ORD,PMC,CX,C,1339.695652173913,112.5031055900621,160.34970971402217,-25.413091256569516,1440.2608695652175,100.56521739130434,199.2173913043478,24.434782608695652,223.65217391304347,1.0,-3.558170318464809,0.00661295762075366,13.0,297.0,-3.4525611751768914,-2.87132117782556,-2.5719816428028888,True,True,True
PDX,AKE,CX,C,,,,,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,,,,,,,,,,,
PDX,PMC,CX,C,,,,,4.947368421052632,0.0,3.0526315789473686,0.0,3.0526315789473686,,2.5634790126496285,0.9990675021511707,3.0,27.0,-3.6996079738860943,-2.9764303469999494,-2.627601001371742,False,False,False
PEK,AKE,CX,C,,,,,0.9565217391304348,0.043478260869565216,0.6956521739130435,0.043478260869565216,0.7391304347826086,,-0.0,0.958532086060056,8.0,5.0,-6.045114,-3.9292800000000003,-2.98681,False,False,False
PEK,PMC,CX,C,139.56521739130434,10.170807453416149,6.1179089813763365,-0.10621118012422363,177.43478260869566,37.869565217391305,73.91304347826087,14.0,87.91304347826087,1.0,-8.287483261767044,4.351083433432751e-13,4.0,310.0,-3.451621854687657,-2.870908950689806,-2.571761810613944,True,True,True
PEN,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
PEN,PMC,CX,C,66.0,11.419047619047618,21.171113746240085,-2.3775510204081636,176.56521739130434,114.17391304347827,30.608695652173914,10.91304347826087,41.52173913043478,1.0,1.9344510864206597,0.9985814745828745,11.0,115.0,-3.4885349695076844,-2.887019521656941,-2.5803597920604915,False,False,False
PER,AKE,CX,C,-20.818181818181817,-3.7757215007215006,2.8992642926337058,-0.820995670995671,0.391304347826087,13.608695652173912,0.391304347826087,6.391304347826087,6.782608695652174,2.0,-4.014242291542742,0.001337743361118266,2.0,90.0,-3.505190196159122,-2.894232085048011,-2.5842101234567902,True,True,True
PER,PMC,CX,C,4.478260869565218,0.3870043000477786,4.217067281892,-0.13478260869565217,76.95652173913044,72.47826086956522,33.43478260869565,31.608695652173914,65.04347826086956,3.0,-4.621198318357685,0.00011803426345700407,7.0,306.0,-3.4519023023726696,-2.8710320399170537,-2.57182745012602,True,True,True
PNH,AKE,CX,C,,,,,0.0,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,,,,,,,,,,,
PNH,PMC,CX,C,-31.46153846153846,-7.865384615384615,3.9706765405090745,0.8999999999999999,0.043478260869565216,26.695652173913043,0.043478260869565216,6.478260869565218,6.521739130434782,3.0,-8.924616082797593,1.0192358921473835e-14,0.0,77.0,-3.518281134660583,-2.899878185191432,-2.5872229937594873,True,True,True
PVG,AKE,CX,C,14.0,3.0416666666666665,2.262741699796952,-0.12142857142857144,3.0,0.43478260869565216,2.5217391304347827,0.43478260869565216,2.9565217391304346,0.0,-0.13346421801592945,0.9460016673459775,10.0,25.0,-3.7238633119999998,-2.98648896,-2.6328004,False,False,False
PVG,PMC,CX,C,-206.7391304347826,-15.021739130434785,75.55505691044819,-2.1927376970855224,716.304347826087,923.0434782608696,121.56521739130434,120.47826086956522,242.04347826086956,3.0,-6.76525235405119,2.727505994526033e-09,14.0,300.0,-3.4523371197407404,-2.871222860740741,-2.571929211111111,True,True,True
RFD,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
RFD,PMC,CX,C,,,,,0.0,4000.0,0.0,200.0,200.0,,,,,,,,,,,
RUH,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
RUH,PMC,CX,C,20.833333333333332,3.0749999999999997,0.9902205800585405,-0.31071428571428567,24.333333333333332,3.5,10.333333333333334,2.1666666666666665,12.5,1.0,-1.3612622470933655,0.6007002356572612,0.0,37.0,-3.6209175221605827,-2.9435394610388332,-2.6104002410518627,False,False,False
SFO,AKE,CX,C,,,,,0.391304347826087,0.34782608695652173,0.391304347826087,0.34782608695652173,0.7391304347826086,,-0.0,0.958532086060056,6.0,4.0,-7.355440625,-4.474365000000001,-3.1269325,False,False,False
SFO,PMC,CX,C,106.30434782608695,7.782608695652174,10.16137186765376,-0.2961060678451982,216.04347826086956,109.73913043478261,76.1304347826087,47.65217391304348,123.78260869565217,3.0,-8.106206585176585,1.2608910663121944e-12,3.0,311.0,-3.451552879535732,-2.8708786756338407,-2.571745666091128,True,True,True
SGN,AKE,CX,C,2.4761904761904763,0.15119999048570487,2.012869228465025,0.2088617731474874,11.652173913043478,9.521739130434783,8.956521739130435,6.173913043478261,15.130434782608695,4.0,-8.193756066190748,7.545479496327912e-13,2.0,172.0,-3.468952197801766,-2.878495056473015,-2.57580913601947,True,True,True
SGN,PMC,CX,C,-8.869565217391305,-0.5527950310559007,17.83840906604061,0.81438127090301,244.3913043478261,253.2608695652174,75.73913043478261,78.47826086956522,154.2173913043478,0.0,-20.185737906298684,0.0,0.0,314.0,-3.4513486122290717,-2.870789013306053,-2.5716978530569192,True,True,True
SIN,AKE,CX,C,3.0588235294117645,0.18744882568411989,2.422782028074357,-0.4183248124424595,8.478260869565217,7.304347826086956,5.391304347826087,5.086956521739131,10.478260869565217,1.0,-8.589427588923103,7.354561590673467e-14,0.0,137.0,-3.479007355368944,-2.8828782366015093,-2.5781488587564603,True,True,True
SIN,PMC,CX,C,477.17391304347825,34.98447204968944,40.963396123919985,-0.03956043956043949,987.3913043478261,510.2173913043478,266.95652173913044,199.95652173913044,466.9130434782609,0.0,-12.719311883628288,9.906409455614541e-24,2.0,312.0,-3.4514843502727306,-2.8708485956333556,-2.571729625657462,True,True,True
SNN,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
SNN,PMC,CX,C,,,,,8.0,0.0,2.0,0.0,2.0,,,,,,,,,,,
SUB,AKE,CX,C,-3.0,-0.75,1.1785113019775793,-0.4999999999999999,0.21739130434782608,2.1739130434782608,0.21739130434782608,1.4782608695652173,1.6956521739130435,0.0,-4.367672802646062,0.00033847411632540695,0.0,21.0,-3.7883858816542486,-3.013097747543462,-2.6463967573696143,True,True,True
SUB,PMC,CX,C,12.782608695652174,0.9910524258350345,3.2144416538975475,-0.10238457194978932,59.04347826086956,46.26086956521739,24.47826086956522,24.652173913043477,49.130434782608695,0.0,-15.080203067603978,8.476118664039333e-28,1.0,309.0,-3.45169128009473,-2.8709394227049154,-2.5717780602423517,True,True,True
SYD,AKE,CX,C,-14.0,-2.1740740740740745,1.8851513007465002,0.08210678210678203,1.1304347826086956,7.739130434782608,1.0434782608695652,5.434782608695652,6.478260869565218,1.0,-6.87573705046676,1.4762629921412884e-09,0.0,79.0,-3.5159766913976376,-2.898885703483903,-2.5866935058484217,True,True,True
SYD,PMC,CX,C,-88.65217391304348,-14.298136645962733,146.41168586811665,0.7377687529861437,884.6521739130435,973.304347826087,178.0,208.3913043478261,386.39130434782606,2.0,-3.0917968361907215,0.027166245522987596,13.0,301.0,-3.452263435801039,-2.871190526189069,-2.571911967527952,False,True,True
TLV,AKE,CX,C,,,,,0.0625,0.1875,0.0625,0.1875,0.25,,-1.7320508075688774,0.4146791580296239,0.0,3.0,-10.41719074074074,-5.77838074074074,-3.391681111111111,False,False,False
TLV,PMC,CX,C,6.0,-0.18405708874458862,4.965047819090609,-0.5740290959040958,49.8125,43.8125,22.0625,14.25,36.3125,2.0,-3.9396037086417013,0.0017619657214430367,3.0,125.0,-3.4837793736959997,-2.88495387648,-2.579256976,True,True,True
TPE,AKE,CX,C,-51.142857142857146,-6.497435236720952,6.487003811348155,-0.07331478045763762,7.869565217391305,55.26086956521739,6.173913043478261,20.043478260869566,26.217391304347824,2.0,-2.847000138202042,0.05186741561576012,14.0,158.0,-3.4724305215713156,-2.8800127935315465,-2.576619230892485,False,False,True
TPE,PMC,CX,C,1579.4782608695652,114.45341614906833,91.68759358038464,-7.887864309603439,2689.217391304348,1109.7391304347825,643.7391304347826,348.0869565217391,991.8260869565217,1.0,-7.493721330560532,4.435924305491894e-11,2.0,312.0,-3.4514843502727306,-2.8708485956333556,-2.571729625657462,True,True,True
UTP,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
UTP,PMC,CX,C,,,,,460.0,460.0,138.0,138.0,276.0,,,,,,,,,,,
WTB,AKE,CX,C,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
WTB,PMC,CX,C,,,,,0.0,59.10526315789474,0.0,29.05263157894737,29.05263157894737,,-3.5494745692152967,0.006803762995288187,9.0,16.0,-3.9240193847656246,-3.0684982031250003,-2.67389265625,False,True,True
XMN,AKE,CX,C,,,,,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.17391304347826086,,-1.0,0.7532643012005655,0.0,3.0,-10.41719074074074,-5.77838074074074,-3.391681111111111,False,False,False
XMN,PMC,CX,C,99.25,17.721666666666668,7.429335247666659,0.14571428571428582,102.95652173913044,14.173913043478262,11.26086956521739,1.6956521739130435,12.956521739130435,2.0,-4.303208761628426,0.000438563083927032,2.0,118.0,-3.4870216863700767,-2.8863625166643136,-2.580009026141913,True,True,True
YVR,AKE,CX,C,16.727272727272727,3.0093073593073596,3.3328962167817453,0.12272727272727266,9.73913043478261,1.3043478260869565,4.3478260869565215,1.3043478260869565,5.6521739130434785,0.0,-6.5269689963548965,1.00896132605409e-08,0.0,76.0,-3.5194805351545413,-2.9003945086747343,-2.5874984279778395,True,True,True
YVR,PMC,CX,C,37.69565217391305,2.698757763975155,6.407457711483336,-0.07066411849020546,139.95652173913044,102.26086956521739,78.21739130434783,51.130434782608695,129.34782608695653,3.0,-7.516274155757381,3.89577071148547e-11,5.0,309.0,-3.45169128009473,-2.8709394227049154,-2.5717780602423517,True,True,True
YYC,AKE,CX,C,,,,,0.1,0.0,0.1,0.0,0.1,,,,,,,,,,,
YYC,PMC,CX,C,,,,,1.3,0.0,1.3,0.0,1.3,,-1.2700012700019043,0.6427826139230888,4.0,6.0,-5.354256481481482,-3.6462381481481483,-2.901197777777778,False,False,False
YYZ,AKE,CX,C,,,,,0.30434782608695654,0.9130434782608695,0.30434782608695654,0.782608695652174,1.0869565217391304,,-0.0,0.958532086060056,9.0,11.0,-4.223238279489106,-3.189368925619835,-2.729839421487603,False,False,False
YYZ,PMC,CX,C,93.82608695652173,6.822981366459628,13.283689082568342,-0.5320114667940754,154.2608695652174,60.43478260869565,53.130434782608695,30.73913043478261,83.8695652173913,2.0,-14.931797008293119,1.362837912349275e-27,0.0,314.0,-3.4513486122290717,-2.870789013306053,-2.5716978530569192,True,True,True
ZRH,AKE,CX,C,1.0,0.25,0.9428090415820635,-0.5,0.30434782608695654,0.391304347826087,0.30434782608695654,0.391304347826087,0.6956521739130435,0.0,-1.2344051970125325,0.6586231842760051,3.0,10.0,-4.331573,-3.23295,-2.7487,False,False,False
ZRH,PMC,CX,C,-20.782608695652176,-1.621954132823698,5.763656844257144,0.041048082352430175,101.6086956521739,122.3913043478261,27.17391304347826,27.869565217391305,55.04347826086956,2.0,-10.641918979890727,4.905059996573741e-19,4.0,299.0,-3.4524113009049935,-2.8712554127251764,-2.571946570731871,True,True,True
